name,calories,proteins,fats,carbs
"Детское питание, Фрукты, бананы с ананасами и тапиокой, пюре",65.0,0.2,0.0,16.2
"Детское питание, Фрукты, бананы с тапиокой, пюре",56.0,0.4,0.1,13.7
"Детское питание, Фрукты, бананы с яблоками и грушами, пюре",83.0,0.9,0.22,17.91
"Детское питание, Фрукты, груши с ананасом, пюре",41.0,0.3,0.1,8.3
"Детское питание, Фрукты, груши, для малышариков",44.0,0.3,0.1,8.8
"Детское питание, Фрукты, груши, пюре",42.0,0.3,0.2,8.0
"Детское питание, Фрукты, гуава с папайей и тапиокой, пюре",63.0,0.2,0.1,17.0
"Детское питание, Фрукты, папайя и яблочное пюре с тапиокой, пюре",70.0,0.2,0.1,17.5
"Детское питание, Фрукты, персики, пюре",65.0,0.94,0.33,13.18
"Детское питание, Фрукты, сливы с тапиокой, без аскорбиновой кислоты, пюре",71.0,0.1,0.0,18.5
"Детское питание, Фрукты, тутти-фрутти, для малышариков",69.0,0.4,0.4,15.6
"Детское питание, Фрукты, тутти-фрутти, пюре",66.0,0.4,0.3,14.88
"Детское питание, Фрукты, чернослив с тапиокой, без аскорбиновой кислоты, пюре",69.0,0.6,0.1,15.8
"Детское питание, Фрукты, яблоко и малина, пюре",58.0,0.2,0.2,13.5
"Детское питание, Фрукты, яблоко и черникой, пюре",61.0,0.2,0.2,14.5
"Детское питание, Фрукты, яблочное пюре и абрикосы, пюре",44.0,0.2,0.2,9.84
"Детское питание, Фрукты, яблочное пюре и ананас, пюре",37.0,0.1,0.1,8.6
"Детское питание, Фрукты, яблочное пюре и вишня, пюре",51.0,0.0,0.0,13.0
"Детское питание, Чернослив, без доб. витамина С, пюре",100.0,1.0,0.2,20.82
"Детское питание, Яблоки с ветчиной, пюре",62.0,2.6,0.9,9.1
"Детское питание, Яблоки с курицей, пюре",65.0,2.16,1.38,9.08
"Детское питание, Яблоки, кубики, для детей, начинающих ходить",50.0,0.19,0.36,9.66
"Детское питание, Яблочно-банановый сок",51.0,0.2,0.1,12.1
"Детское питание, Яблочный йогурт, десерт, пюре",93.0,0.8,1.6,19.0
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL LIPIL, с железом, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кисло",64.0,1.38,3.5,7.1
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, AR LIPIL, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота",71.0,1.64,3.3,8.33
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, AR LIPIL, порошок, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота",504.0,12.4,25.0,57.4
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, ENFACARE LIPIL, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кисло",73.0,2.0,3.8,7.73
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, ENFACARE LIPIL, порошок, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота",505.0,13.9,26.0,53.8
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, LACTOFREE, LIPIL, с железом, жидкий концентрат, невосстановленный, с ARA (Арахидоновая кислота) и D",132.0,2.68,7.11,14.42
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, LACTOFREE, готовый к употреблению",63.0,1.38,3.5,7.18
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, LIPIL, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота",68.0,1.31,3.5,7.86
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, LIPIL, с железом, жидкий концентрат, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота",131.0,2.76,6.96,14.34
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, LIPIL, с железом, порошок, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота",511.0,10.8,27.0,56.2
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, LIPIL, с низким содерж. железа, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозаге",64.0,1.38,3.5,7.18
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, LIPIL, с низким содерж. железа, жидкий концентрат, с ARA (Арахидоновая кислота) и DHA-Докозагексаен",131.0,2.76,7.16,14.24
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, LIPIL, с низким содерж. железа, порошок, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кисло",511.0,10.8,27.0,56.2
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN LIPIL, с железом, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагекса",68.0,1.83,3.5,7.21
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN LIPIL, с железом, порошок, невосстановленный, с ARA (Арахидоновая кислота) и DHA-Докозаг",514.0,14.1,27.0,53.6
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, LIPIL, с железом, жидкий концентрат, невосстановленный, с ARA (Арахидоновая кислота) и",126.0,3.53,6.73,13.12
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, с железом, готовый к употреблению",66.0,1.83,3.5,6.81
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, с железом, жидкий концентрат, невосстановленный",127.0,3.53,6.73,13.12
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, с железом, порошок, невосстановленный",502.0,14.2,25.0,55.0
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, PROSOBEE LIPIL, с железом, невосстановленный, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая",512.0,12.7,27.0,54.6
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, PROSOBEE, LIPIL, жидкий концентрат, невосстановленный, с ARA (Арахидоновая кислота) и DHA-Докозагек",131.0,3.19,7.11,13.58
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, PROSOBEE, с железом, порошок, невосстановленный",510.0,12.5,27.0,54.3
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, с железом, готовый к употреблению",63.0,1.38,3.5,6.45
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, с железом, порошок",520.0,10.8,27.0,56.2
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, с низким содерж. железа, готовый к употреблению",63.0,1.38,3.5,7.18
"Заменитель грудного молока, MEAD JOHNSON, ENFAMIL, с низким содерж. железа, жидкий концентрат, невосстановленный",511.0,10.8,27.0,56.2
"Заменитель грудного молока, MEAD JOHNSON, LACTOFREE LIPIL, с железом, порошок, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота",521.0,10.9,28.0,56.3
"Заменитель грудного молока, MEAD JOHNSON, LACTOFREE, с железом, порошок, невосстановленный",521.0,10.85,28.0,57.0
"Заменитель грудного молока, MEAD JOHNSON, NEXT STEP PROSOBEE, порошок, невосстановленный",480.0,15.6,21.0,57.1
"Заменитель грудного молока, MEAD JOHNSON, NEXT STEP, PROSOBEE LIPIL, порошок, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кислота",480.0,15.6,21.0,57.1
"Заменитель грудного молока, MEAD JOHNSON, NEXT STEP, PROSOBEE, LIPIL, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кис",67.0,2.14,2.91,8.09
"Заменитель грудного молока, MEAD JOHNSON, PREGESTIMIL, с железом, невосстановленный",517.0,14.0,28.0,52.2
"Заменитель грудного молока, MEAD JOHNSON, PREGESTIMIL, с железом, приготовленный из порошка",67.0,1.86,3.7,6.54
"Заменитель грудного молока, MEAD JOHNSON, PROSOBEE LIPIL, с железом, готовый к употреблению, с ARA (Арахидоновая кислота) и DHA-Докозагексаеновая кис",64.0,1.64,3.5,6.47
"Заменитель грудного молока, MEAD JOHNSON, PROSOBEE, с железом, готовый к употреблению",63.0,1.64,3.5,6.11
"Заменитель грудного молока, MEAD JOHNSON, PROSOBEE, с железом, жидкий концентрат, невосстановленный",131.0,3.19,7.13,13.58
"Заменитель грудного молока, MEAD JOHNSON,NEXT STEP PROSOBEE, приготовленный из порошка",67.0,2.14,2.91,8.08
"Заменитель грудного молока, NESTLE (Нестле), GOOD START 2 ESSENTIALS, с железом, готовый к употреблению",65.0,1.7,2.7,8.54
"Заменитель грудного молока, NESTLE (Нестле), GOOD START 2 ESSENTIALS, с железом, жидкий концентрат, невосстановленный",125.0,3.25,5.13,16.5
"Заменитель грудного молока, NESTLE (Нестле), GOOD START SUPREME, с железом, готовый к употреблению",66.0,1.45,3.37,7.39
"Заменитель грудного молока, NESTLE (Нестле), GOOD START SUPREME, с железом, жидкий концентрат, невосстановленный",127.0,2.79,6.5,14.2
"Заменитель грудного молока, NESTLE (Нестле), GOOD START SUPREME, с железом, порошок",509.0,11.3,26.1,57.32
"Заменитель грудного молока, NESTLE, GOOD START 2 ESSENTIALS, с железом, порошок",471.0,12.2,19.3,62.23
"Заменитель грудного молока, NESTLE, GOOD START ESSENTIALS соя, с железом, порошок",502.0,12.5,25.5,55.7
"Заменитель грудного молока, NESTLE, GOOD START ESSENTIALS, соя, с железом, жидкий концентрат, невосстановленный",128.0,3.2,6.5,14.1
"Заменитель грудного молока, NESTLE,GOOD START ESSENTIALS SOY, с железом, готовый к употреблению",65.0,1.63,3.3,7.17
"Заменитель грудного молока, PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, готовый к употреблению (ранее WYETH-AYERST)",63.0,1.4,3.5,6.4
"Заменитель грудного молока, PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, жидкий концентрат, невосстановленный (ранее WYETH-AYERST)",130.0,2.9,7.0,13.9
"Заменитель грудного молока, PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, порошок, (ранее WYETH-AYERST)",524.0,12.0,28.0,56.0
"Заменитель грудного молока, PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, соя, готовый к употреблению, (ранее WYETH-AYERST)",63.0,1.8,3.5,6.09
"Заменитель грудного молока, PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, соя, жидкий концентрат, (ранее WYETH-AYERST)",126.0,3.6,7.0,12.18
"Заменитель грудного молока, PBM PRODUCTS, ULTRA BRIGHT BEGINNINGS, соя, порошок, (ранее WYETH-AYERST)",508.0,13.6,27.2,52.2
"Заменитель грудного молока, PBM PRODUCTS, бренд-стор, готовый к употреблению (ранее WYETH-AYERST)",63.0,1.4,3.5,6.39
"Заменитель грудного молока, PBM PRODUCTS, бренд-стор, жидкий концентрат, невосстановленный (ранее WYETH-AYERST)",130.0,2.9,7.0,13.9
"Заменитель грудного молока, PBM PRODUCTS, бренд-стор, порошок, (ранее WYETH-AYERST)",524.0,12.0,28.0,56.0
"Заменитель грудного молока, PBM PRODUCTS, бренд-стор, соя, готовый к употреблению, (ранее WYETH-AYERST)",63.0,1.8,3.5,6.09
"Заменитель грудного молока, PBM PRODUCTS, бренд-стор, соя, жидкий концентрат, невосстановленный (ранее WYETH-AYERST)",126.0,3.6,7.0,12.18
"Заменитель грудного молока, PBM PRODUCTS, бренд-стор, соя, порошок, (ранее WYETH-AYERST)",508.0,13.6,27.2,52.2
Арахисовое масло (жидкое) для заправки салатов или готовки,884.0,0.0,100.0,0.0
Арахисовое масло жидкое,899.0,0.0,99.9,0.0
Горчичное масло,898.0,0.0,99.8,0.0
Жир бараний топленый,897.0,0.0,99.7,0.0
Жир говяжий,902.0,0.0,100.0,0.0
Жир говяжий топленый,896.0,0.0,99.6,0.0
Жир гусиный,900.0,0.0,99.8,0.0
Жир индейки,900.0,0.0,99.8,0.0
"Жир кондитерский (шортенинг) для изготовления тортов и глазури, на основе гидрогенизированного соевого масла",884.0,0.0,100.0,0.0
"Жир кондитерский (шортенинг), на основе гидрогенизированного кокосового и/или гидрогенизированного пальмоядрового масла",884.0,0.0,100.0,0.0
"Жир кондитерский (шортенинг), на основе фракционированного пальмового масла",884.0,0.0,100.0,0.0
"Жир кондитерский 71% для изделий из слоёного теста, на основе хлопкового и частично гидрогенизированного соевого масел",628.0,0.0,71.0,0.0
"Жир кондитерский 80% для выпечки, изготовления соусов и конфет, на основе частично гидрогенизированного соевого масла",714.0,0.18,80.0,0.71
"Жир кондитерский 80% для изделий из слоёного теста, на основе хлопкового и частично гидрогенизированного соевого масел",714.0,1.9,80.2,0.0
Жир костный топленый,897.0,0.0,99.7,0.0
Жир кулинарный,897.0,0.0,100.0,0.0
"Жир кулинарный ""Прима",897.0,0.0,99.7,0.0
Жир кулинарный «Белорусский»,897.0,0.0,99.7,0.0
Жир кулинарный «Восточный»,897.0,0.0,99.7,0.0
Жир кулинарный «Новинка»,897.0,0.0,99.7,0.0
Жир кулинарный «Украинский»,897.0,0.0,99.7,0.0
"Жир кулинарный (шортенинг) для выпечки и кондитерских изделий, на основе частично гидрогенизированного соевого масла",884.0,0.0,100.0,0.0
"Жир кулинарный (шортенинг) для выпечки хлеба, на основе соевого (гидрогенизированного) и хлопкового масел",884.0,0.0,100.0,0.0
"Жир кулинарный (шортенинг) для выпечки, на основе гидрогенизированного соевого, пальмового и хлопкового масел",884.0,0.0,100.0,0.0
"Жир кулинарный (шортенинг) для жарки на основе гидрогенизированного соевого масла, безлинолиевый (менее 1%)",884.0,0.0,100.0,0.0
"Жир кулинарный (шортенинг) для жарки, жидкий, на основе частично гидрогенизированного соевого масла",884.0,0.0,100.0,0.0
"Жир кулинарный (шортенинг) для жарки, на основе говяжьего жира и хлопкового масла",900.0,0.0,100.0,0.0
"Жир кулинарный (шортенинг) для жарки, на основе пальмового гидрогенизированного масла",884.0,0.0,100.0,0.0
Жир кулинарный для жарки на основе частично гидрогенизированного соевого и кукурузного масел,884.0,0.0,100.0,0.0
Жир кулинарный на основе свиного жира и растительного масла,900.0,0.0,100.0,0.0
"Жир кулинарный, для тортов, на основе соевого (гидрогенизированного) и хлопкового (гидрогенизированного) масел",884.0,0.0,100.0,0.0
"Жир кулинарный, домашний, из смеси растительных масел",884.0,0.0,99.97,0.0
"Жир кулинарный, домашний, из смеси частично гидрогенизированных соевого и хлопкового масел",884.0,0.0,100.0,0.0
"Жир кулинарный, домашний, на основе смальца и растительного масла",900.0,0.0,100.0,0.0
"Жир кулинарный, домашний, на основе соевого (гидрогенизированного) и пальмового масел",884.0,0.0,100.0,0.0
"Жир кулинарный, на основе соевого (гидрогенизированного) и хлопкового масел",884.0,0.0,100.0,0.0
"Жир кулинарный, универсальный, на основе соевого (гидрогенизированного) и пальмового (гидрогенизированного) масел",884.0,0.0,100.0,0.0
Жир куриный,900.0,0.0,99.8,0.0
Жир свиной,897.0,0.0,99.5,0.0
Жир свиной топленый,896.0,0.0,99.6,0.0
Жир свиной топленый (смалец),902.0,0.0,100.0,0.0
Жир утиный,882.0,0.0,99.8,0.0
Кокосовое масло (жидкое),892.0,0.0,99.06,0.0
"Кокосовое масло гидрогенизированное, для пищевой промышленности, для изготовления взбитых кремов и добавок для кофе",880.0,0.0,99.5,0.0
"Кокосовое масло, для пищевой промышленности, для конфетной глазури, масляных спреев, жарки орехов",884.0,0.0,100.0,0.0
"Кокосовое масло, кондитерский жир, стандартная основа для глазури для мороженного, промышленное",884.0,0.0,100.0,0.0
Конопляное масло,899.0,0.0,99.85,0.0
"Кукурузное и канола (рапсовое) масла, смесь",884.0,0.0,100.0,0.0
Кукурузное масло,899.0,0.0,99.9,0.0
Кукурузное масло для заправки салатов или готовки,900.0,0.0,100.0,0.0
"Кукурузное, арахисовое и оливковое масла (смесь)",884.0,0.0,100.0,0.0
Кунжутное масло,899.0,0.0,99.9,0.0
Кунжутное масло для заправки салатов или готовки,884.0,0.0,100.0,0.0
Льняное масло,898.0,0.0,99.8,0.0
Льняное масло с добавлением измельченного льняного семени,878.0,0.37,99.01,0.39
Льняное масло холодного отжима,884.0,0.11,99.98,0.0
Маковое масло,884.0,0.0,100.0,0.0
"Маргарин ""Славянский",745.0,0.5,82.0,1.2
"Маргарин ""Эра",743.0,0.3,82.0,1.0
Маргарин «Здоровье»,743.0,0.5,82.0,0.7
Маргарин «Экстра»,744.0,0.5,82.0,1.0
"Маргарин (спред) на основе растительного масла, 20% жира",175.0,0.0,19.5,0.4
"Маргарин (спред) на основе растительного масла, 20% жира, без соли",175.0,0.0,19.5,0.4
"Маргарин (спред) на основе растительного масла, 35-39% жира",349.0,0.23,37.98,1.52
"Маргарин (спред) на основе растительного масла, 37% жира, с солью, с витамином D",339.0,0.51,37.77,0.66
"Маргарин (спред) на основе растительного масла, 40% жира, с солью",362.0,1.0,40.0,1.0
"Маргарин (спред) на основе растительного масла, 50% жира, с солью",450.0,1.0,50.0,1.0
"Маргарин (спред) на основе растительного масла, 52% жира, подслащенный",534.0,0.0,52.0,16.7
"Маргарин (спред) на основе растительного масла, 60% жира, без соли",533.0,0.17,59.81,0.86
"Маргарин (спред) на основе растительного масла, 60% жира, без соли, с витамином D",542.0,0.17,59.81,0.86
"Маргарин (спред) на основе растительного масла, 60% жира, с солью",526.0,0.6,59.17,0.0
"Маргарин (спред) на основе растительного масла, 60% жира, с солью, stick",537.0,0.12,60.39,0.69
"Маргарин (спред) на основе растительного масла, 60% жира, с солью, tub",533.0,0.17,59.81,0.86
"Маргарин (спред) на основе растительного масла, 60% жира, с солью, с витамином D",535.0,0.6,59.17,0.0
"Маргарин (спред) на основе растительного масла, 60% жира, с солью, с витамином D, stick",537.0,0.12,60.39,0.69
"Маргарин (спред) на основе растительного масла, 60% жира, с солью, с витамином D, tub",533.0,0.17,59.81,0.86
"Маргарин (спред) на основе растительного масла, 67-70% жира",606.0,0.07,68.29,0.59
"Маргарин (спред) на основе растительного масла, обезжиренный",44.0,0.1,3.04,4.34
"Маргарин (спред) на основе растительного масла, обезжиренный, жидкий, с солью",43.0,1.5,3.0,2.5
"Маргарин (спред) на основе соевого масла, 70% жира",628.0,0.26,70.22,1.53
"Маргарин (спред) с йогуртом, 35% жира, с солью",330.0,2.0,35.0,2.0
"Маргарин (спред) с йогуртом, 70% жира, с солью",630.0,0.3,70.0,0.5
"Маргарин (спред), ""Light Buttery Spread"" компании SMART BALANCE",337.0,0.02,36.41,1.98
"Маргарин (спред), ""Light Spread"" компании BENECOL",357.0,0.0,38.71,5.71
"Маргарин (спред), ""Omega Plus Spread"" компании SMART BALANCE (с фитостеролами и рыбим жиром)",605.0,0.13,70.95,0.16
"Маргарин (спред), ""Regular Buttery Spread"" компании SMART BALANCE",583.0,0.14,64.63,0.14
"Маргарин (спред), ""Smart Squeeze"" компании SMART BEAT",47.0,0.0,2.1,7.1
"Маргарин (спред), ""Super Light "" компании SMART BEAT, без жирных кислот",158.0,0.0,17.1,0.0
"Маргарин в смеси со сливочным маслом, 80% жира, без соли",718.0,0.9,80.7,0.6
"Маргарин в смеси со сливочным маслом, 80% жира, на основе соевого масла",727.0,0.31,80.32,0.77
Маргарин молочный столовый,743.0,0.3,82.0,1.0
Маргарин низкокалорийный 60% жирности,545.0,0.5,60.0,0.7
Маргарин сливочный,743.0,0.3,82.0,1.0
Маргарин шоколадный сливочный,641.0,1.1,62.2,20.1
"Маргарин, ""Soft Spread"" компании CANOLA HARVEST (включая рапсовое, пальмовое масла и масло из пальмовых зерен), 80% жира, в пластиковой коробке",730.0,0.41,80.32,1.39
"Маргарин, 80% жира, без соли, в пачке",717.0,0.16,80.71,0.7
"Маргарин, 80% жира, без соли, в пластиковой коробке",713.0,0.22,80.17,0.75
"Маргарин, 80% жира, без соли, с витамином D",717.0,0.16,80.71,0.7
"Маргарин, 80% жира, на основе кукурузного и соевого масел",717.0,0.16,80.71,0.7
"Маргарин, 80% жира, с солью, в пачке",717.0,0.16,80.71,0.7
"Маргарин, 80% жира, с солью, в пластиковой коробке",713.0,0.22,80.17,0.75
"Маргарин, 80% жира, с солью, с витамином D, в пачке",717.0,0.16,80.71,0.7
"Маргарин, 80% жира, с солью, с витамином D, в пластиковой коробке",713.0,0.22,80.17,0.75
"Маргарин, 80% жира, соевый",719.0,0.9,80.5,0.9
"Маргариновый спред, 40-49% жира",401.0,0.27,44.46,0.0
Масло авокадо,884.0,0.0,100.0,0.0
Масло грецкого ореха,884.0,0.0,100.0,0.0
Масло из абрикосовых косточек,899.1,0.0,99.9,0.0
Масло из бразильского ореха бабассу,884.0,0.0,100.0,0.0
Масло из виноградных косточек,884.0,0.0,100.0,0.0
Масло из ореха ши,884.0,0.0,100.0,0.0
Масло из рисовых отрубей,884.0,0.0,100.0,0.0
Масло из ростков пшеницы,884.0,0.0,100.0,0.0
Масло из семян томатов,884.0,0.0,100.0,0.0
Масло из семян чайного дерева,884.0,0.0,100.0,0.0
Масло из сливовых косточек,899.1,0.0,99.9,0.0
Масло из фундука,884.0,0.0,100.0,0.0
Масло какао,884.0,0.0,100.0,0.0
Масло какаовелла,898.0,0.0,99.7,0.0
Масло канола,899.0,0.0,99.9,0.0
Масло канола (рапсовое),884.0,0.0,100.0,0.0
"Масло канола (рапсовое) высокоолеиновое (70%), стойкое к окислению",884.0,0.0,100.0,0.0
"Масло канола (рапсовое) высокоолеиновое, промышленное",900.0,0.0,100.0,0.0
"Масло канола (рапсовое) частично гидрогенизированное, промышленное, для глубокой жарки",884.0,0.0,100.0,0.0
"Масло канола (рапсовое), промышленное, для салатов, вока и легкой обжарки, покупное",884.0,0.0,100.0,0.0
"Масло канола (рапсовое), промышленное, не пенящееся",884.0,0.0,100.0,0.0
"Масло компании ""ENOVA"", для готовки и салатов, 80% диглициридов",884.0,0.0,100.0,0.0
Масло купу ассу,884.0,0.0,100.0,0.0
Масло мускатного ореха,884.0,0.0,100.0,0.0
"Масло растительное, с низким содержанием жирных кислот",884.0,0.0,100.0,0.0
Масло укухуба,884.0,0.0,100.0,0.0
"Масло, кулинарный спрей PAM, оригинальное",792.0,0.26,78.69,20.69
Миндальное масло,884.0,0.0,100.0,0.0
Миндальное масло рафинированное,884.0,0.0,99.9,0.0
"Мясной сок (смалец, говяжий и бараний жир)",889.0,0.0,98.59,0.0
Овсяное масло,884.0,0.0,100.0,0.0
Оливковое масло,898.0,0.0,99.8,0.0
Оливковое масло для заправки салатов или готовки,884.0,0.0,100.0,0.0
"Пальмовое и пальмоядровое масло негидрогенизированное, для пищевой промышленности, жир-наполнитель",880.0,0.0,99.5,0.0
Пальмовое масло,899.0,0.0,99.7,0.0
Пальмовое масло (из плодов масличной пальмы),884.0,0.0,100.0,0.0
Пальмоядровое масло (из семян масличной пальмы),862.0,0.0,100.0,0.0
"Пальмоядровое масло гидрогенизированное, для пищевой промышленности, для изготовления взбитых кремов",884.0,0.0,100.0,0.0
"Пальмоядровое масло гидрогенизированное, для пищевой промышленности, жир-наполнитель",884.0,0.0,100.0,0.0
"Пальмоядровое масло гидрогенизированное, для пищевой промышленности, кондитерский жир, используется аналогично высококачественному какао-маслу",884.0,0.0,100.0,0.0
"Пальмоядровое масло гидрогенизированное, для пищевой промышленности, кондитерский жир, используется аналогично сливочному маслу 95% жирности",884.0,0.0,100.0,0.0
"Пальмоядровое масло гидрогенизированное, для пищевой промышленности, кондитерский жир, продукт промежуточной переработки",884.0,0.0,100.0,0.0
Персиковое масло,899.1,0.0,99.9,0.0
Подсолнечное масло,899.0,0.0,99.9,0.0
Подсолнечное масло высокоолеиновое (70% и более),884.0,0.0,100.0,0.0
Подсолнечное масло линолевое (менее 60%),884.0,0.0,100.0,0.0
Подсолнечное масло линолевое (приблизительно 65%),884.0,0.0,100.0,0.0
Подсолнечное масло линолевое (частично гидрогенизированное),884.0,0.0,100.0,0.0
"Подсолнечное масло, среднеоленовое, для жарки и заправки салатов, для пищевой промышленности",884.0,0.0,100.0,0.0
Рапсовое масло,899.0,0.0,99.85,0.0
Рыбий жир из печени трески,902.0,0.0,100.0,0.0
Рыбий жир лососевый,902.0,0.0,100.0,0.0
"Рыбий жир, менхаден",902.0,0.0,100.0,0.0
"Рыбий жир, менхаден, полностью гидрогенизированный",902.0,0.0,100.0,0.0
"Рыбий жир, сардинный",902.0,0.0,100.0,0.0
"Рыбий жир, сельдевый",902.0,0.0,100.0,0.0
"Сало (шпик свиной, без шкурки)",841.0,1.4,92.8,0.0
Сало баранье,902.0,0.0,100.0,0.0
"Сало соленое (шпик свиной, без шкурки)",816.0,1.4,90.0,0.0
"Сафлоровое масло высокоолеиновое, более 70%",884.0,0.0,100.0,0.0
Сафлоровое масло линолевое (более 70%),884.0,0.0,100.0,0.0
"Соевое (частично гидрогенизированное) и хлопковое масла, смесь",884.0,0.0,100.0,0.0
Соевое масло,899.0,0.0,99.9,0.0
"Соевое масло (частично гидрогенизированное и вымороженное), для пищевой промышленности, для чистой жарки",884.0,0.0,100.0,0.0
"Соевое масло (частично гидрогенизированное) и пальмовое, для пищевой промышленности, для изготовления глазури и наполнителей",884.0,0.0,100.0,0.0
"Соевое масло (частично гидрогенизированное) и хлопковое, для пищевой промышленности, для тортильи",884.0,0.0,100.0,0.0
"Соевое масло (частично гидрогенизированное), для пищевой промышленности, для приготовления попкорна и приправленных овощей",884.0,0.0,100.0,0.0
"Соевое масло (частично гидрогенизированное), для пищевой промышленности",884.0,0.0,100.0,0.0
"Соевое масло (частично гидрогенизированное), для пищевой промышленности, со вкусом сливочного масла",884.0,0.0,100.0,0.0
"Соевое масло гидрогенезированное, для пищевой промышленности",884.0,0.0,100.0,0.0
Соевое масло для заправки салатов или готовки,884.0,0.0,100.0,0.0
Соевое масло для заправки салатов или готовки (частично гидрогенизированное),884.0,0.0,100.0,0.0
"Соевое масло низколинолевое, для пищевой промышленности",900.0,0.0,100.0,0.0
Соевое масло рафинированное,884.0,0.0,100.0,0.0
"Соевое масло рафинированное, для пищевой промышленности, для вока и легкой обжарки",884.0,0.0,100.0,0.0
"Соевое масло, ультра низколинолевое, для пищевой промышленности",884.0,0.0,100.0,0.0
Соевый лецитин,763.0,0.0,100.0,0.0
"Спред на основе растительного масла, 53% жирности, низкокалорийный",465.0,0.0,53.0,0.0
Хлопковое масло,884.0,0.0,100.0,0.0
"Хлопковое масло полностью гидрогенезированное, для пищевой промышленности",884.0,0.0,100.0,0.0
"Агар (*в т. ч. НПВ-75,6)",12.0,2.0,0.0,0.8
Агар пищевой,16.0,4.0,0.0,0.0
Батончики на кондитерском жире,527.0,3.3,30.5,62.5
Вафли с жировыми начинками,542.0,3.9,30.6,62.5
Вафли с фруктово-ягодными начинками,354.0,2.8,3.3,77.3
Галеты,393.0,9.7,10.2,65.6
"Галеты, из муки высшего сорта",415.0,9.7,10.2,68.4
"Галеты, из муки первого сорта",345.0,11.0,1.4,69.5
Глазурь жировая,547.0,3.9,37.2,48.9
Глазурь шоколадная,542.0,4.9,34.5,52.5
"Десерт, хрустящие яблоки, приготовленные по рецепту",161.0,1.75,3.43,29.44
"Десерт, шоколадный мусс, приготовленный по рецепту",225.0,4.14,16.0,15.47
Драже сахарное,393.0,0.0,0.0,97.7
"Драже, ореховое",547.5,11.9,38.3,41.4
"Драже, фруктово-ягодное в шоколаде",389.0,3.7,10.2,73.1
"Жвачка, 360 ккал",360.0,0.0,0.3,94.3
"Жвачка, без сахара, 268 ккал",268.0,0.0,0.4,92.4
Желатин пищевой,355.0,87.2,0.4,0.7
"Желатин, сухой порошок, неподслащенный",335.0,85.6,0.1,0.0
"Желе, десерт, сухая смесь, малокалорийный, с добавками: аспаратам (E951)",198.0,15.67,0.0,80.11
"Желе, десерт, сухая смесь, малокалорийный, с добавками: аспаратам (E951), без доб. натрия",345.0,55.3,0.0,33.3
